,recipe_id,recipe_name,average_rating,stars_shown,votes,difficulty,preparation_time,date,link,has_picture
180,,,,,,,,,httpss://www.chefkoch.de/rezepte/3857731587373013/Bouillabaisse-mit-Rouille.html,no
181,,,,,,,,,httpss://www.chefkoch.de/rezepte/3857791587375421/Hefeeis-Creme-Mandeln-und-Pflaumen.html,no
182,,,,,,,,,httpss://www.chefkoch.de/rezepte/3857751587374083/Ochsenbaeckchen-mit-Gremolata-und-Selleriepueree.html,no
183,,,,,,,,,httpss://www.chefkoch.de/rezepte/3858441587463398/Ballotine-vom-Perlhuhn-mit-Morchelrahm-und-Brezen.html,no
184,,,,,,,,,httpss://www.chefkoch.de/rezepte/3858451587465062/Skrei-mit-Lachsfarce-im-Wirsingblatt-Kartoffelpueree-aus-blauen-Kartoffeln-mit-Safransosse.html,no
185,,,,,,,,,httpss://www.chefkoch.de/rezepte/3858471587466240/Blaetterteig-Apfeltarte-mit-Karamell-Royale-und-Calvados-Sabayon.html,no
186,,,,,,,,,httpss://www.chefkoch.de/rezepte/3858961587547657/Pulpo.html,no
187,,,,,,,,,httpss://www.chefkoch.de/rezepte/3858971587548454/Surf-and-Turf.html,no
188,,,,,,,,,httpss://www.chefkoch.de/rezepte/3839111584967539/STAMPEDE-Medovik-Torte-mit-Safranueberguss-Medovik-Cake-with-Saffron-Pouring.html,no
189,,,,,,,,,httpss://www.chefkoch.de/rezepte/3860251587739034/Gyrospizza.html,no
190,,,,,,,,,httpss://www.chefkoch.de/rezepte/3860211587734953/Senf-Kaviar.html,no
191,,,,,,,,,httpss://www.chefkoch.de/rezepte/3860131587729601/Kekstorte-mit-Nougatcreme.html,no
192,,,,,,,,,httpss://www.chefkoch.de/rezepte/3860031587719650/Kiwi-Schinken-Carpaccio-mit-Parmesan.html,no
193,,,,,,,,,httpss://www.chefkoch.de/rezepte/3860011587718508/Exotische-Glasnudelsuppe-mit-wuerzigem-Rindfleisch.html,no
194,,,,,,,,,httpss://www.chefkoch.de/rezepte/3859981587716496/Kartoffel-Spargelgratin-mit-Maishaehnchenbrust.html,no
195,,,,,,,,,httpss://www.chefkoch.de/rezepte/3839071584966000/Hollaendische-Senfsuppe.html,no
196,,,,,,,,,httpss://www.chefkoch.de/rezepte/3838471584889603/Veganer-Schokokuchen-mit-Apfelmus.html,no
197,,,,,,,,,httpss://www.chefkoch.de/rezepte/3838451584888073/Sauerkirsch-Kurkuma-Trunk-a-la-Kristina.html,no
198,,,,,,,,,httpss://www.chefkoch.de/rezepte/3838431584887229/Jaegermeisterkuchen.html,no
199,,,,,,,,,httpss://www.chefkoch.de/rezepte/3838401584882826/Bester-Kaesekuchen.html,no
200,,,,,,,,,httpss://www.chefkoch.de/rezepte/3838381584881590/Pilzaufstrich.html,no
201,,,,,,,,,httpss://www.chefkoch.de/rezepte/3838371584881067/Bananen-Apfel-Orangenmarmelade.html,no
202,,,,,,,,,httpss://www.chefkoch.de/rezepte/3838361584880970/Gefuellte-Pilze.html,no
203,,,,,,,,,httpss://www.chefkoch.de/rezepte/3838351584880216/Primadonna.html,no
204,,,,,,,,,httpss://www.chefkoch.de/rezepte/3838341584880200/Spaghetti-Gemuesepfanne-mit-Pesto.html,no
205,,,,,,,,,httpss://www.chefkoch.de/rezepte/3838321584879696/Vegane-Spargel-Spinat-Champignon-Lasagne.html,no
206,,,,,,,,,httpss://www.chefkoch.de/rezepte/3838301584878413/Fischsuppe-im-Wok-auf-dem-Grill-zubereitet.html,no
207,,,,,,,,,httpss://www.chefkoch.de/rezepte/3838281584875848/Meeresfruechte-Risotto-mit-Kabeljau-und-Riesengarnelen.html,no
208,,,,,,,,,httpss://www.chefkoch.de/rezepte/3838271584875033/Lime-Curd-Cake.html,no
209,,,,,,,,,httpss://www.chefkoch.de/rezepte/3838261584873519/Suppenbruehe.html,no
210,,,,,,,,,httpss://www.chefkoch.de/rezepte/3857731587373013/Bouillabaisse-mit-Rouille.html,no
211,,,,,,,,,httpss://www.chefkoch.de/rezepte/3857791587375421/Hefeeis-Creme-Mandeln-und-Pflaumen.html,no
212,,,,,,,,,httpss://www.chefkoch.de/rezepte/3857751587374083/Ochsenbaeckchen-mit-Gremolata-und-Selleriepueree.html,no
213,,,,,,,,,httpss://www.chefkoch.de/rezepte/3858441587463398/Ballotine-vom-Perlhuhn-mit-Morchelrahm-und-Brezen.html,no
214,,,,,,,,,httpss://www.chefkoch.de/rezepte/3858451587465062/Skrei-mit-Lachsfarce-im-Wirsingblatt-Kartoffelpueree-aus-blauen-Kartoffeln-mit-Safransosse.html,no
215,,,,,,,,,httpss://www.chefkoch.de/rezepte/3858471587466240/Blaetterteig-Apfeltarte-mit-Karamell-Royale-und-Calvados-Sabayon.html,no
216,,,,,,,,,httpss://www.chefkoch.de/rezepte/3858961587547657/Pulpo.html,no
217,,,,,,,,,httpss://www.chefkoch.de/rezepte/3858971587548454/Surf-and-Turf.html,no
